Access,Start Time,Stop Time,Duration,
1,0,2608.38709715734,2608.38709715734,
2,3007.31334981534,5625.7797677133,2618.46641789796,
3,6024.7049136339,8643.17223764705,2618.46732401315,
4,9042.09913788261,11660.5656819747,2618.46654409211,
5,12059.4923317503,14677.9574122516,2618.46508050127,
6,15076.885674853,17695.3546077609,2618.46893290795,
7,18094.2812570475,20712.747649345,2618.46639229757,
8,21111.6740193155,23730.1391545534,2618.46513523797,
9,24129.0653568038,26747.5334457453,2618.4680889414,
10,27146.4612754036,29764.9262706844,2618.4649952807,
11,30163.8517122629,32782.3217593413,2618.47004707841,
12,33181.2448050777,35799.7159153145,2618.47111023674,
13,36198.6379962205,38817.1055470981,2618.46755087754,
14,39216.0313216302,41834.5014784077,2618.47015677748,
15,42233.4238799755,44851.8940547572,2618.47017478168,
16,45250.8185646714,47869.2884588496,2618.46989417823,
17,48268.2141788555,50886.6820055196,2618.46782666408,
18,51285.6030541884,53904.072932154,2618.46987796557,
19,54302.9962639635,56921.4666518388,2618.47038787531,
20,57320.3895382582,59938.8571695932,2618.46763133496,
21,60337.7823049538,62956.2544400351,2618.47213508126,
22,63355.1782653828,65973.6463570131,2618.46809163032,
23,66372.5688390328,68991.0399008918,2618.47106185899,
24,69389.9622012338,72008.4319322657,2618.46973103184,
25,72407.3581140387,75025.826380305,2618.46826626634,
26,75424.7527417863,78043.2195996318,2618.46685784553,
27,78442.1426083915,81060.6126568468,2618.4700484553,
28,81459.5367027721,84078.0030379793,2618.46633520727,
29,84476.9302349674,86400,1923.06976503256,
